weatherid,weatherdate,weatherprovinceid,temperature
7014160,2022-12-01,24,-2.3
7015791,2022-12-01,24,-7.7
7016293,2022-12-01,24,-3.9
8100300,2022-12-01,13,-2.6
8100467,2022-12-01,13,-1.8
8100506,2022-12-01,13,-3.6
8100885,2022-12-01,13,-4.0
8100989,2022-12-01,13,-2.2
8200255,2022-12-01,12,3.9
8200558,2022-12-01,12,3.3
8200574,2022-12-01,12,1.6
8200604,2022-12-01,12,3.2
8200774,2022-12-01,12,1.8
8300301,2022-12-01,11,-0.3
8300497,2022-12-01,11,-0.2
8300562,2022-12-01,11,0.7
8300590,2022-12-01,11,0.8
8300596,2022-12-01,11,-0.3
8400601,2022-12-01,10,1.1
8400812,2022-12-01,10,-3.4
8401295,2022-12-01,10,-2.8
8401298,2022-12-01,10,-1.6
8401300,2022-12-01,10,-0.5
1011500,2023-01-01,59,5.5
1012475,2023-01-01,59,6.9
1012710,2023-01-01,59,6.5
1014820,2023-01-01,59,3.8
1015630,2023-01-01,59,4.9
2100155,2023-01-01,60,-21.0
2100181,2023-01-01,60,-14.8
2100184,2023-01-01,60,-15.1
2100301,2023-01-01,60,-14.6
2100407,2023-01-01,60,-15.0
2200105,2023-01-01,61,-22.7
2200675,2023-01-01,61,-22.3
2200827,2023-01-01,61,-22.7
2201022,2023-01-01,61,-20.0
2201023,2023-01-01,61,-19.9
2300501,2023-01-01,62,-27.1
2300503,2023-01-01,62,-27.5
2300504,2023-01-01,62,-27.0
2300551,2023-01-01,62,-25.6
2300710,2023-01-01,62,-27.2
3010010,2023-01-01,48,-10.4
3010060,2023-01-01,48,-10.3
3010162,2023-01-01,48,-8.0
3010237,2023-01-01,48,-10.4
3010650,2023-01-01,48,-8.7
4010811,2023-01-01,47,-11.9
4010879,2023-01-01,47,-12.5
4012403,2023-01-01,47,-12.0
4012410,2023-01-01,47,-11.7
4013480,2023-01-01,47,-11.8
5010140,2023-01-01,46,-11.9
5010481,2023-01-01,46,-15.0
5010490,2023-01-01,46,-14.5
5010547,2023-01-01,46,-14.1
5010641,2023-01-01,46,-13.5
6010400,2023-01-01,35,-18.9
6010735,2023-01-01,35,-16.8
6010740,2023-01-01,35,-17.3
6012199,2023-01-01,35,-11.7
6012501,2023-01-01,35,-20.0
7010565,2023-01-01,24,-5.8
7011983,2023-01-01,24,-7.9
7014160,2023-01-01,24,-5.8
7015791,2023-01-01,24,-12.1
7016293,2023-01-01,24,-7.4
8100300,2023-01-01,13,-5.7
8100467,2023-01-01,13,-4.8
8100506,2023-01-01,13,-6.9
8100885,2023-01-01,13,-7.1
8100989,2023-01-01,13,-5.5
8200255,2023-01-01,12,3.2
8200558,2023-01-01,12,1.7
8200574,2023-01-01,12,0.7
8200604,2023-01-01,12,2.3
8200774,2023-01-01,12,-0.2
8300301,2023-01-01,11,-2.1
8300497,2023-01-01,11,-3.4
8300562,2023-01-01,11,-1.2
8300590,2023-01-01,11,-1.5
8300596,2023-01-01,11,-2.7
8400601,2023-01-01,10,-0.8
8400812,2023-01-01,10,-4.2
8401295,2023-01-01,10,-5.9
8401298,2023-01-01,10,-3.6
8401300,2023-01-01,10,-2.4
